LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,MSSubClass,MSZoning,Street,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,GarageFinish,MoSold,SaleType,SaleCondition,SalePrice
9808,3,4,3,7,5,2002,2002,110.0,4,3,4,3,0,6,788,1,0,785,1573,5,1573,0,0,1573,1,0,2,0,3,1,4,6,8,0,2002.0,2,544,3,3,2,0,72,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Mar,WD,Normal,227000
8049,3,4,3,7,5,1990,1990,54.0,3,3,4,3,0,5,1053,1,0,256,1309,3,1339,0,0,1339,1,0,2,0,2,1,3,6,8,1,1990.0,2,484,4,4,2,0,58,0,0,90,0,0,2006,SC20,RL,Pave,Lvl,CulDSac,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,Jul,WD,Normal,180000
8800,3,4,3,5,7,1977,2008,0.0,3,3,4,3,1,2,532,3,144,364,1040,3,1040,0,0,1040,0,0,2,0,3,1,4,5,8,0,1977.0,2,484,3,3,2,0,0,0,0,288,0,0,2009,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Sep,WD,Normal,150500
9638,4,4,3,6,7,1919,1990,0.0,3,3,3,3,0,1,0,1,0,804,804,5,1699,748,0,2447,0,0,2,0,4,1,4,10,6,1,1969.0,1,336,3,3,2,272,0,42,0,116,0,0,2010,SC50,RL,Pave,Lvl,Inside,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,PConc,GasA,Y,SBrkr,Detchd,Unf,Mar,WD,Normal,169000
6000,4,4,3,6,6,1939,1950,0.0,3,2,3,3,0,1,0,1,0,780,780,5,825,587,0,1412,0,0,1,0,4,1,3,6,8,1,1939.0,1,280,3,3,2,45,0,0,0,0,0,0,2009,SC50,RM,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseF,Detchd,Unf,May,WD,Normal,132500
9790,4,4,3,6,5,1963,1963,451.0,3,3,3,3,0,5,569,3,81,678,1328,3,1328,0,0,1328,1,0,1,1,3,1,3,6,8,2,1963.0,2,528,3,3,2,0,26,0,0,0,0,0,2010,SC20,RL,Pave,Lvl,Inside,NWAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,Jun,WD,Normal,143000
36500,3,4,2,5,5,1964,1964,621.0,3,4,3,3,2,3,812,1,0,812,1624,2,1582,0,0,1582,0,1,2,0,4,1,3,7,8,0,1964.0,2,390,3,3,0,168,198,0,0,0,0,0,2006,SC20,RL,Pave,Low,Inside,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,CBlock,GasA,Y,SBrkr,Attchd,Unf,Jun,WD,Normal,190000
5664,3,4,3,8,5,2000,2000,0.0,4,3,4,3,0,6,1158,1,0,343,1501,5,1659,0,0,1659,1,0,2,0,2,1,5,5,8,1,2000.0,2,499,3,3,2,212,59,0,0,0,0,0,2009,SC120,RL,Pave,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Oct,WD,Normal,278000
11065,3,4,3,8,5,2006,2006,788.0,4,3,4,3,1,1,0,1,0,1085,1085,5,1120,850,0,1970,0,0,2,1,3,1,5,8,8,1,2006.0,3,753,3,3,2,177,74,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Fin,Oct,New,Partial,281000
14112,3,4,3,5,7,1964,1964,86.0,3,3,3,3,2,6,1014,1,0,138,1152,3,1152,0,0,1152,1,0,1,0,3,1,3,6,8,1,1964.0,2,484,3,3,2,227,0,0,0,0,0,0,2010,SC80,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Apr,WD,Normal,180500
1680,4,4,3,5,7,1972,1972,268.0,3,3,3,3,0,5,231,1,0,399,630,3,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,1972.0,1,264,3,3,2,185,0,0,0,0,0,0,2009,SC160,RM,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Unf,Feb,WD,Normal,119500
6600,4,4,3,5,4,1892,1965,0.0,3,3,3,3,0,1,0,1,0,994,994,3,1378,994,0,2372,0,0,2,0,4,2,3,11,6,0,1985.0,1,432,3,3,2,0,287,0,0,0,0,0,2009,SC70,RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Stone,GasA,N,SBrkr,Attchd,RFn,Dec,WD,Normal,107500
10140,4,4,3,7,5,1976,1976,0.0,3,3,4,3,0,6,194,1,0,638,832,3,832,832,0,1664,0,0,2,1,4,1,3,8,8,1,1976.0,2,528,3,3,2,0,28,0,0,259,0,0,2006,SC60,RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Mar,WD,Normal,162900
8172,4,4,3,5,7,1955,1990,0.0,3,3,3,3,0,3,167,1,0,697,864,3,864,0,0,864,1,0,1,0,2,1,3,5,8,0,1957.0,2,572,3,3,0,0,0,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,WdShing,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Apr,WD,Normal,115000
8400,4,4,3,5,5,1968,1968,168.0,3,3,3,3,2,4,1016,1,0,36,1052,4,1052,0,0,1052,1,0,1,1,3,1,3,5,8,0,1968.0,1,288,3,3,2,356,0,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,Nov,WD,Normal,138500
8700,4,4,3,5,6,1963,1963,148.0,3,4,3,3,1,5,776,1,0,344,1120,4,1128,0,0,1128,1,0,2,0,3,1,3,6,8,0,1963.0,2,525,3,3,2,192,20,123,0,0,0,0,2008,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,Dec,WD,Normal,155000
3675,4,4,3,6,5,2005,2006,82.0,3,3,4,3,3,6,547,1,0,0,547,4,1072,0,0,1072,1,0,2,0,2,1,3,5,8,0,2005.0,2,525,3,3,2,0,44,0,0,0,0,0,2006,SC180,RM,Pave,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Basment,Fin,Jun,New,Partial,140000
7500,4,4,3,5,7,1959,1994,0.0,3,3,3,3,0,2,340,3,906,0,1246,5,1246,0,0,1246,1,0,1,1,3,1,4,6,8,0,1959.0,1,305,3,3,2,218,0,0,0,0,0,0,2010,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,May,WD,Normal,154000
10762,3,4,3,7,5,1999,1999,344.0,4,3,4,3,0,6,694,1,0,284,978,5,1005,978,0,1983,0,0,2,1,3,1,4,9,8,1,1999.0,2,490,3,3,2,0,0,0,0,0,0,0,2009,SC60,RL,Pave,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,May,WD,Normal,225000
7500,3,4,3,6,7,1942,1950,0.0,3,3,3,3,0,4,547,1,0,224,771,2,753,741,0,1494,0,0,1,0,3,1,4,7,8,2,1942.0,1,213,3,3,1,0,0,0,0,224,0,0,2009,SC70,RL,Pave,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Nov,WD,Normal,177500
10120,4,4,3,8,5,1994,1994,391.0,4,3,4,3,0,6,740,1,0,425,1165,5,1203,1323,0,2526,1,0,2,1,4,1,4,8,8,1,1994.0,3,844,3,3,2,309,78,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Dec,WD,Normal,290000
8688,4,4,3,7,5,2005,2005,228.0,4,3,4,3,2,1,0,1,0,1616,1616,5,1616,0,0,1616,0,0,2,0,3,1,4,7,8,0,2005.0,3,834,3,3,2,208,59,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Apr,WD,Normal,232000
3363,4,4,3,7,5,2004,2004,117.0,4,3,4,3,0,1,0,1,0,976,976,5,976,732,0,1708,0,0,2,0,3,1,4,7,4,0,2004.0,2,380,3,3,2,0,40,0,0,0,0,0,2006,SC160,RM,Pave,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Detchd,Unf,Apr,WD,Normal,130000
13173,3,4,3,9,5,2006,2007,300.0,4,3,5,3,0,6,1572,1,0,80,1652,5,1652,0,0,1652,1,0,2,0,2,1,5,6,8,2,2006.0,2,840,3,3,2,404,102,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,Nov,WD,Normal,325000
6955,3,4,3,7,5,2005,2006,94.0,4,3,4,3,0,1,0,1,0,1368,1368,5,1368,0,0,1368,0,0,2,0,2,1,4,6,8,1,2005.0,2,474,3,3,2,132,35,0,0,0,0,0,2006,SC120,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,Sep,New,Partial,202500
8072,4,4,3,5,5,1994,1995,0.0,3,4,4,4,0,5,746,1,0,244,990,5,990,0,0,990,1,0,1,0,3,1,3,5,8,0,2000.0,2,480,3,3,2,0,64,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Detchd,Unf,May,WD,Normal,138000
12000,4,4,3,5,7,1948,2005,0.0,3,3,3,3,0,6,144,5,608,172,924,5,1122,0,0,1122,1,0,1,0,2,1,4,6,8,0,1948.0,2,528,3,3,2,0,36,0,0,0,0,0,2008,SC20,RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,May,WD,Normal,147000
7153,4,4,3,6,5,1991,1991,88.0,3,3,4,3,0,6,1200,1,0,78,1278,4,1294,0,0,1294,1,0,2,0,3,1,4,6,8,0,1991.0,2,496,3,3,2,112,51,0,0,0,0,0,2008,SC20,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,Jun,WD,Normal,179200
17500,4,4,3,7,8,1959,2002,0.0,4,4,4,3,2,6,1406,1,0,496,1902,3,1902,0,0,1902,1,0,2,0,3,1,5,7,8,2,1959.0,2,567,3,3,2,0,207,162,0,0,0,0,2010,SC20,RL,Pave,Lvl,Inside,Crawfor,PosA,Norm,1Fam,1Story,Gable,CompShg,BrkFace,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Fin,May,WD,Normal,335000
8814,4,4,3,7,5,2005,2007,80.0,4,3,4,3,0,6,925,1,0,349,1274,5,1274,0,0,1274,1,0,2,0,3,1,4,6,8,0,2005.0,2,508,3,3,2,264,98,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Jan,New,Partial,203000
9572,3,4,3,8,5,1990,1990,336.0,4,3,5,3,0,6,482,1,0,971,1453,5,1453,1357,0,2810,0,0,2,1,4,1,4,9,8,1,1990.0,2,750,4,4,2,500,0,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Jun,WD,Normal,302000
14774,3,4,3,9,5,1999,1999,165.0,4,3,4,3,0,1,0,1,0,1393,1393,5,1422,1177,0,2599,0,0,2,1,4,1,4,10,8,1,1999.0,3,779,3,3,2,668,30,0,0,0,0,0,2010,SC60,RL,Pave,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Fin,May,WD,Normal,333168
8190,4,4,3,4,6,1954,1954,0.0,3,3,3,3,0,3,732,1,0,216,948,5,948,0,0,948,1,0,1,0,3,1,3,5,8,1,1956.0,1,280,3,3,2,0,36,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Oct,WD,Normal,119000
11075,4,4,3,6,5,1969,1969,0.0,3,3,2,3,1,5,500,2,276,176,952,3,1092,1020,0,2112,0,0,2,1,4,1,3,9,8,2,1969.0,2,576,3,3,2,280,0,0,0,0,0,0,2008,SC60,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Jun,WD,Normal,206900
10226,3,4,3,8,5,2008,2008,270.0,4,3,5,3,3,1,0,1,0,1622,1622,5,1630,0,0,1630,1,0,2,0,3,1,5,8,8,1,2008.0,3,860,3,3,2,172,42,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,Jan,WD,Normal,295493
4230,4,4,3,7,5,2006,2007,0.0,4,3,5,4,0,1,0,1,0,1352,1352,5,1352,0,0,1352,0,0,2,0,2,1,4,5,8,1,2006.0,2,466,3,3,2,0,241,0,0,0,0,0,2007,SC120,FV,Pave,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Apr,New,Partial,208900
14781,2,4,3,8,5,2001,2002,178.0,4,3,4,3,3,1,0,1,0,1753,1753,5,1787,0,0,1787,0,0,2,0,3,1,4,7,8,1,2001.0,3,748,3,3,2,198,150,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Aug,WD,Normal,275000
10215,4,4,3,4,5,1954,1954,132.0,3,3,3,3,0,5,492,1,0,372,864,5,948,0,0,948,0,0,1,0,3,1,3,5,8,0,1954.0,1,248,3,3,2,0,0,0,0,0,0,0,2007,SC20,RL,Pave,Bnk,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Unf,Feb,WD,Normal,111000
8400,4,4,3,6,3,1957,1957,0.0,3,3,3,3,0,5,189,3,661,628,1478,4,1478,0,0,1478,1,0,1,1,3,1,3,6,8,2,1957.0,2,442,3,3,2,114,0,0,0,216,0,0,2009,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,Jun,WD,Normal,156500
10186,3,4,3,7,5,1992,1992,0.0,4,3,4,3,0,6,674,1,0,76,750,5,1061,862,0,1923,1,0,2,1,3,1,4,8,8,1,1992.0,2,564,3,3,2,240,39,0,0,0,0,0,2010,SC60,RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Jun,WD,Normal,190000
9986,4,4,3,8,5,2006,2007,428.0,4,3,5,3,2,1,0,1,0,1795,1795,5,1795,0,0,1795,0,0,2,0,2,1,4,7,8,1,2007.0,3,895,3,3,2,0,49,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Feb,New,Partial,147000
6600,4,4,3,5,9,1982,2008,0.0,4,4,3,3,0,5,641,1,0,175,816,5,816,0,0,816,0,1,1,0,3,1,4,5,8,1,1982.0,1,264,3,3,2,0,0,0,0,0,0,0,2008,SC20,RL,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Oct,WD,Normal,130500
10440,4,4,3,6,7,1920,1950,0.0,4,4,4,3,0,2,493,1,0,1017,1510,5,1584,1208,0,2792,0,0,2,0,5,1,3,8,5,2,1920.0,2,520,2,3,2,0,547,0,0,480,0,1150,2008,SC50,RM,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,BrkTil,GasW,Y,SBrkr,Detchd,Unf,Jun,WD,Normal,256000
9084,3,4,3,7,5,1998,1998,0.0,3,3,4,3,0,1,0,1,0,935,935,4,955,677,0,1632,0,0,2,1,3,1,3,8,8,1,1998.0,2,462,3,3,2,0,28,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Jun,WD,Normal,176500
10000,4,4,3,8,5,2006,2006,410.0,4,3,4,4,2,1,0,1,0,1588,1588,5,1588,0,0,1588,0,0,2,0,3,1,4,7,8,1,2006.0,3,825,3,3,2,144,45,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,Dec,WD,Normal,227000
10780,3,4,3,5,5,1976,1976,0.0,3,3,3,3,2,5,483,1,0,428,911,4,954,0,0,954,0,0,1,0,3,1,3,6,8,0,1976.0,2,576,3,3,2,0,0,0,0,0,0,0,2006,SC80,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Jul,WD,Normal,132500
8877,4,4,2,4,6,1938,1958,0.0,3,3,3,3,1,5,690,1,0,126,816,5,816,0,0,816,1,0,1,0,2,1,3,3,8,1,1958.0,1,288,2,2,2,0,0,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,May,WD,Normal,100000
7200,4,4,3,5,6,1938,1995,0.0,3,3,3,3,0,1,0,1,0,803,803,5,803,557,0,1360,0,0,1,1,2,1,4,6,8,0,1951.0,1,297,3,3,2,0,65,190,0,0,0,0,2006,SC50,RM,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Jul,WD,Normal,125500
2368,4,4,3,5,6,1970,1970,312.0,3,3,3,3,0,2,765,1,0,0,765,3,765,600,0,1365,0,0,1,1,3,1,3,7,7,0,1970.0,2,440,3,3,2,0,36,0,0,0,0,0,2009,SC160,RM,Pave,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,May,WD,Normal,125000
9650,4,4,3,6,5,1977,1977,360.0,3,3,4,3,0,5,686,1,0,664,1350,3,1334,0,0,1334,0,1,2,0,2,1,3,6,8,1,1977.0,2,630,3,3,2,0,16,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,Apr,WD,Normal,167900
9246,3,4,3,5,5,1973,1973,564.0,3,3,3,3,0,1,0,1,0,1656,1656,3,1656,0,0,1656,0,0,2,0,4,2,3,8,8,0,1973.0,2,506,3,3,2,0,211,0,0,0,0,0,2008,SC90,RL,Pave,Lvl,Inside,NWAmes,Feedr,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Unf,Nov,WD,Normal,135000
13450,3,4,3,7,5,2002,2002,0.0,4,3,4,3,0,6,700,1,0,216,916,5,920,941,0,1861,1,0,2,1,3,1,4,8,8,0,2002.0,2,492,3,3,2,146,91,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,RFn,Jun,WD,Normal,200000
9560,3,4,3,5,7,1972,1972,0.0,3,4,3,3,1,3,360,1,0,504,864,5,864,0,0,864,0,0,1,0,3,1,3,5,8,0,1972.0,1,288,3,3,2,0,0,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,Jun,WD,Normal,128500
8294,4,4,3,4,5,1971,1971,0.0,3,3,3,3,0,1,0,1,0,858,858,3,872,0,0,872,0,0,1,0,3,1,3,5,8,0,1974.0,4,480,3,3,2,0,0,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Jun,WD,Normal,123000
13695,4,4,3,6,5,2003,2004,0.0,3,3,4,3,0,6,814,1,0,300,1114,5,1114,0,0,1114,1,0,1,0,3,1,4,6,8,0,2004.0,2,576,3,3,2,0,78,0,0,0,0,0,2008,SC20,RL,Pave,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Detchd,Unf,Jul,WD,Normal,155000
9375,4,4,3,8,5,2002,2002,149.0,4,3,4,3,0,1,0,1,0,1284,1284,5,1284,885,0,2169,0,0,2,1,3,1,4,7,8,1,2002.0,2,647,3,3,2,192,87,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Aug,WD,Normal,228500
7558,4,4,3,6,6,1928,1950,0.0,3,3,3,3,0,1,0,1,0,896,896,4,1172,741,0,1913,0,0,1,1,3,1,3,9,8,1,1929.0,2,342,2,2,2,0,0,0,0,0,0,0,2009,SC50,RL,Pave,Bnk,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Stone,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,Mar,WD,Normal,177000
11103,3,4,3,7,5,2006,2006,0.0,4,3,4,3,0,1,0,1,0,728,728,5,728,728,0,1456,0,0,2,1,3,1,4,8,8,1,2006.0,2,440,3,3,2,0,0,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Jul,New,Partial,155835
6000,4,4,3,4,4,1920,1950,0.0,3,3,3,3,0,5,250,1,0,710,960,4,960,0,0,960,0,0,1,0,2,1,2,5,8,0,1997.0,1,308,3,3,2,0,0,168,0,0,0,0,2007,SC30,RM,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,FuseA,Detchd,Unf,Jul,WD,Normal,108500
20781,2,4,3,7,7,1968,2003,0.0,3,3,3,3,0,4,297,3,68,1203,1568,3,2156,0,0,2156,0,0,2,0,3,1,3,9,8,1,1968.0,2,508,4,3,2,0,80,0,290,0,0,0,2006,SC20,RL,Pave,Lvl,CulDSac,NWAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,BrkFace,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,Jun,WD,Normal,262500
15306,3,4,3,8,5,2006,2007,100.0,4,3,5,3,3,6,80,1,0,1652,1732,5,1776,0,0,1776,1,0,2,0,3,1,4,7,8,1,2006.0,3,712,3,3,2,0,0,0,0,0,0,0,2007,SC20,RL,Pave,HLS,Corner,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,May,New,Partial,283463
